Census year,Block ID,Property ID,Base property ID,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,x coordinate,y coordinate,Location
2018,93,105477,105477,Melbourne (CBD),Charles LaTrobe Coffee Co,4511,Cafes and Restaurants,144.9580507,-37.81068966,"(-37.81068966, 144.9580507)"
2018,26,109418,109418,Melbourne (CBD),Vacant,0,Vacant Space,144.9674252,-37.81583755,"(-37.81583755, 144.9674252)"
2018,33,108067,108067,Melbourne (CBD),Lindsay Isles & Co,6932,Accounting Services,144.9608594,-37.8161549,"(-37.8161549, 144.9608594)"
2018,12,110091,110091,Melbourne (CBD),Aegis Services Australia,7294,Call Centre Operation,144.9591981,-37.81927275,"(-37.81927275, 144.9591981)"
2018,47,108589,108589,Melbourne (CBD),T S Book Shop,4244,Newspaper and Book Retailing,144.9686605,-37.8133077,"(-37.8133077, 144.9686605)"
2018,35,102141,102141,Melbourne (CBD),Vacant,0,Vacant Space,144.9643732,-37.8155277,"(-37.8155277, 144.9643732)"
2018,15,103941,103941,Melbourne (CBD),Charles Bonnett Syndrome Foundation,9559,Other Interest Group Services n.e.c.,144.9661705,-37.81699359,"(-37.81699359, 144.9661705)"
2018,760,108645,108645,Melbourne (Remainder),Nexus Psychology,8512,Specialist Medical Services,144.9792708,-37.84459258,"(-37.84459258, 144.9792708)"
2018,42,105390,105390,Melbourne (CBD),Toshiba,1612,Printing Support Services,144.9561818,-37.81652803,"(-37.81652803, 144.9561818)"
2018,48,103625,103625,Melbourne (CBD),Finsbury Green Pty Ltd,1611,Printing,144.9712459,-37.81268556,"(-37.81268556, 144.9712459)"
2018,207,106147,106147,Carlton,Readings Kids,4255,Women's Clothing Retailing,144.9671338,-37.79791947,"(-37.79791947, 144.9671338)"
2018,25,102086,102086,Melbourne (CBD),Lindt Chocolat Cafe,4511,Cafes and Restaurants,144.9649735,-37.81659188,"(-37.81659188, 144.9649735)"
2018,115,624495,624495,Melbourne (CBD),Melcorp Property,6720,Real Estate Services,144.9610325,-37.80709645,"(-37.80709645, 144.9610325)"
2018,1109,601809,593728,Docklands,Dahua Technology Australia,7000,Computer System Design and Related Services,144.939206,-37.81524407,"(-37.81524407, 144.939206)"
2018,403,109755,109755,West Melbourne (Residential),Vacant,0,Vacant Space,144.9436223,-37.80482809,"(-37.80482809, 144.9436223)"
2018,26,102075,102075,Melbourne (CBD),Vacant,0,Vacant Space,144.9680284,-37.81533971,"(-37.81533971, 144.9680284)"
2018,858,107815,107815,South Yarra,Ozihouse,4400,Accommodation,144.9862859,-37.83781618,"(-37.83781618, 144.9862859)"
2018,231,109056,109056,Carlton,Co As It Tomaso Fiaschi Child Care Centre,8710,Child Care Services,144.9737282,-37.79606334,"(-37.79606334, 144.9737282)"
2018,74,104661,104661,Melbourne (CBD),Archibald Hair Salon,9511,Hairdressing and Beauty Services,144.9603937,-37.81210709,"(-37.81210709, 144.9603937)"
2018,920,104437,104437,Parkville,Dr.Tony Speer,8512,Specialist Medical Services,144.95562,-37.79863148,"(-37.79863148, 144.95562)"
2018,43,105954,105954,Melbourne (CBD),Vacant,0,Vacant Space,144.9603263,-37.81590777,"(-37.81590777, 144.9603263)"
2018,37,102157,102157,Melbourne (CBD),Newgate Communications,6962,Management Advice and Other Consulting Services,144.9702869,-37.81395614,"(-37.81395614, 144.9702869)"
2018,35,105928,105928,Melbourne (CBD),Cafe Segovia,4511,Cafes and Restaurants,144.9642254,-37.81528946,"(-37.81528946, 144.9642254)"
2018,1007,102187,102187,West Melbourne (Industrial),Vacant,0,Vacant Space,144.922348,-37.81121054,"(-37.81121054, 144.922348)"
2018,23,102095,102095,Melbourne (CBD),Melbourne Opera,9003,Performing Arts Venue Operation,144.9612111,-37.81741058,"(-37.81741058, 144.9612111)"
2018,1109,601815,601815,Docklands,Vacant,0,Vacant Space,144.9401958,-37.8142881,"(-37.8142881, 144.9401958)"
2018,251,107539,107539,Carlton,Gschwenter Holdings Pty Ltd,9559,Other Interest Group Services n.e.c.,144.9686292,-37.80357383,"(-37.80357383, 144.9686292)"
2018,730,603599,603599,Southbank,Vacant,0,Vacant Space,144.9569789,-37.82816747,"(-37.82816747, 144.9569789)"
2018,340,102788,102788,North Melbourne,Vacant,0,Vacant Space,144.942933,-37.80427854,"(-37.80427854, 144.942933)"
2018,45,101144,101144,Melbourne (CBD),Cambridge Clothing,4254,Men's Clothing Retailing,144.9639641,-37.81457615,"(-37.81457615, 144.9639641)"
2018,270,664677,104468,Parkville,The University of Melbourne,8102,Higher Education,144.9611833,-37.79688289,"(-37.79688289, 144.9611833)"
2018,375,101093,101093,North Melbourne,Clare Cousins,6921,Architectural Services,144.9554762,-37.80149699,"(-37.80149699, 144.9554762)"
2018,55,109284,109284,Melbourne (CBD),Soul Cafe,4511,Cafes and Restaurants,144.9650002,-37.8130993,"(-37.8130993, 144.9650002)"
2018,32,102115,102115,Melbourne (CBD),Mawson Group,6962,Management Advice and Other Consulting Services,144.9568113,-37.81768553,"(-37.81768553, 144.9568113)"
2018,753,110606,110380,Southbank,Metropolis Events,7299,Other Administrative Services n.e.c.,144.9663043,-37.82071819,"(-37.82071819, 144.9663043)"
2018,56,109398,109398,Melbourne (CBD),Vacant,0,Vacant Space,144.9655015,-37.81254798,"(-37.81254798, 144.9655015)"
2018,22,102104,102104,Melbourne (CBD),ICAP Australia Pty Ltd,6419,Other Auxiliary Finance and Investment Services,144.9574703,-37.81868413,"(-37.81868413, 144.9574703)"
2018,931,103908,103908,Parkville,Green Bamboo Massage,9511,Hairdressing and Beauty Services,144.9495226,-37.7938185,"(-37.7938185, 144.9495226)"
2018,65,105698,105698,Melbourne (CBD),Zimmermann,4255,Women's Clothing Retailing,144.9638435,-37.81247035,"(-37.81247035, 144.9638435)"
2018,82,105459,105459,Melbourne (CBD),Frescatis Fine Foods,4511,Cafes and Restaurants,144.9552954,-37.81252354,"(-37.81252354, 144.9552954)"
2018,931,110273,110273,Parkville,Lakeside Bistro And Function Centre,4511,Cafes and Restaurants,144.9519423,-37.78462231,"(-37.78462231, 144.9519423)"
2018,24,102089,102089,Melbourne (CBD),Vacant,0,Vacant Space,144.9632686,-37.81705701,"(-37.81705701, 144.9632686)"
2018,2384,617678,617678,North Melbourne,Vacant,0,Vacant Space,144.9407371,-37.78971908,"(-37.78971908, 144.9407371)"
2018,12,110091,110091,Melbourne (CBD),Vacant,0,Vacant Space,144.9591981,-37.81927275,"(-37.81927275, 144.9591981)"
2018,21,102106,102106,Melbourne (CBD),Metro,5299,Other Transport Support Services n.e.c.,144.9552089,-37.81937021,"(-37.81937021, 144.9552089)"
2018,65,105698,105698,Melbourne (CBD),Tetsujin,4511,Cafes and Restaurants,144.9638435,-37.81247035,"(-37.81247035, 144.9638435)"
2018,35,109267,109267,Melbourne (CBD),Vacant,0,Vacant Space,144.966103,-37.81529012,"(-37.81529012, 144.966103)"
2018,426,105346,105346,West Melbourne (Residential),Vacant,0,Vacant Space,144.950091,-37.8069181,"(-37.8069181, 144.950091)"
2018,38,102174,102174,Melbourne (CBD),Collins Street Dental,8531,Dental Services,144.9735471,-37.81305254,"(-37.81305254, 144.9735471)"
2018,36,102148,102148,Melbourne (CBD),Ticketek Outlet,7299,Other Administrative Services n.e.c.,144.9672766,-37.81485638,"(-37.81485638, 144.9672766)"
2018,84,106038,106038,Melbourne (CBD),Beauty L,9511,Hairdressing and Beauty Services,144.9600558,-37.81164793,"(-37.81164793, 144.9600558)"
2018,35,102146,102146,Melbourne (CBD),Alterations Now,9491,Clothing and Footwear Repair,144.9656523,-37.81542132,"(-37.81542132, 144.9656523)"
2018,52,101172,101172,Melbourne (CBD),Mad Mex 600 Bourke,4512,Takeaway Food Services,144.9561387,-37.81569888,"(-37.81569888, 144.9561387)"
2018,215,103146,103146,Carlton,Black Tie Classic,4251,Clothing Retailing,144.9700206,-37.79719302,"(-37.79719302, 144.9700206)"
2018,48,103625,103625,Melbourne (CBD),Ainos Education Centre,8101,Technical and Vocational Education and Training,144.9712459,-37.81268556,"(-37.81268556, 144.9712459)"
2018,357,105037,105037,North Melbourne,Slab,6921,Architectural Services,144.9543094,-37.80471875,"(-37.80471875, 144.9543094)"
2018,43,110147,110147,Melbourne (CBD),ING Direct,6221,Banking,144.9589221,-37.81630666,"(-37.81630666, 144.9589221)"
2018,345,103414,103414,North Melbourne,Wood Pharmacy,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9492152,-37.80354965,"(-37.80354965, 144.9492152)"
2018,14,104003,104003,Melbourne (CBD),AZN Investment,9539,Other Personal Services n.e.c.,144.9627099,-37.81858764,"(-37.81858764, 144.9627099)"
2018,53,108072,108072,Melbourne (CBD),KDM Titles Searches,6931,Legal Services,144.9602242,-37.81467981,"(-37.81467981, 144.9602242)"
2018,11,103957,103957,Melbourne (CBD),Excelon,6720,Real Estate Services,144.9566569,-37.81987545,"(-37.81987545, 144.9566569)"
2018,42,105950,105950,Melbourne (CBD),Anest-Town International Pty Ltd,6720,Real Estate Services,144.9570948,-37.81687975,"(-37.81687975, 144.9570948)"
2018,131,103978,111287,Docklands,Vacant,0,Vacant Space,144.9535427,-37.82258101,"(-37.82258101, 144.9535427)"
2018,56,108538,108538,Melbourne (CBD),Shanghai Street Xiaolong Bao & Dumplings,4511,Cafes and Restaurants,144.9676462,-37.81246628,"(-37.81246628, 144.9676462)"
2018,15,109263,109263,Melbourne (CBD),B. & V.O. Trickey,2591,Jewellery and Silverware Manufacturing,144.966704,-37.81674246,"(-37.81674246, 144.966704)"
2018,438,578027,578027,West Melbourne (Residential),Vacant,0,Vacant Space,144.9521936,-37.80809554,"(-37.80809554, 144.9521936)"
2018,15,103328,103328,Melbourne (CBD),Metro Baguette,4512,Takeaway Food Services,144.9650858,-37.81764679,"(-37.81764679, 144.9650858)"
2018,56,101208,101208,Melbourne (CBD),Vacant,0,Vacant Space,144.9677865,-37.812647,"(-37.812647, 144.9677865)"
2018,612,109622,109622,East Melbourne,East Melbourne Orthopaedic Clinic,8512,Specialist Medical Services,144.9885662,-37.81000387,"(-37.81000387, 144.9885662)"
2018,746,110439,110437,Southbank,Vacant,0,Vacant Space,144.966274,-37.83069486,"(-37.83069486, 144.966274)"
2018,38,105910,105910,Melbourne (CBD),Sheraton Melbourne Hotel,4400,Accommodation,144.9727054,-37.8129059,"(-37.8129059, 144.9727054)"
2018,929,110950,110950,Parkville,Poplars,4511,Cafes and Restaurants,144.9474739,-37.77802791,"(-37.77802791, 144.9474739)"
2018,1109,601810,593728,Docklands,Waterfront Convenience Store,4111,Convenience Store,144.939206,-37.81524407,"(-37.81524407, 144.939206)"
2018,369,103505,103505,North Melbourne,Strang Systems,5299,Other Transport Support Services n.e.c.,144.9499871,-37.80269901,"(-37.80269901, 144.9499871)"
2018,804,110988,110988,Southbank,Plus 5,4520,"Pubs, Taverns and Bars",144.9504151,-37.82411174,"(-37.82411174, 144.9504151)"
2018,54,108104,108104,Melbourne (CBD),Australia Visa Link,9539,Other Personal Services n.e.c.,144.9606803,-37.81402804,"(-37.81402804, 144.9606803)"
2018,51,101171,101171,Melbourne (CBD),Mckay Law,6931,Legal Services,144.9553253,-37.81622899,"(-37.81622899, 144.9553253)"
2018,1101,108973,108973,Docklands,Vacant,0,Vacant Space,144.9522269,-37.81761044,"(-37.81761044, 144.9522269)"
2018,509,103334,103334,Kensington,Transit Dance Studios,9001,Performing Arts Operation,144.9321178,-37.79676703,"(-37.79676703, 144.9321178)"
2018,218,102675,102675,Carlton,Clix4u,6940,Advertising Services,144.9678646,-37.79982399,"(-37.79982399, 144.9678646)"
2018,64,105869,105869,Melbourne (CBD),Thinkerbell Pty Ltd,6924,Other Specialised Design Services,144.9610732,-37.81359817,"(-37.81359817, 144.9610732)"
2018,34,105929,105929,Melbourne (CBD),ICG Groups Pty Ltd,9539,Other Personal Services n.e.c.,144.9633005,-37.81556658,"(-37.81556658, 144.9633005)"
2018,42,101156,101155,Melbourne (CBD),Flight Centre,7220,Travel Agency and Tour Arrangement Services,144.9578145,-37.81636535,"(-37.81636535, 144.9578145)"
2018,76,589841,105749,Melbourne (CBD),Yimu Hair Salon,9511,Hairdressing and Beauty Services,144.9657001,-37.81067862,"(-37.81067862, 144.9657001)"
2018,790,597227,597227,Port Melbourne,SPH Transport,5299,Other Transport Support Services n.e.c.,144.9099038,-37.82485375,"(-37.82485375, 144.9099038)"
2018,22,102104,102104,Melbourne (CBD),Energy Australia,2640,On Selling Electricity and Electricity Market Operation,144.9574703,-37.81868413,"(-37.81868413, 144.9574703)"
2018,1105,609487,609487,Docklands,11 Inch Pizzeria Docklands,4511,Cafes and Restaurants,144.9490689,-37.81907939,"(-37.81907939, 144.9490689)"
2018,42,105950,105950,Melbourne (CBD),Australian Prestige Conveyancing,6931,Legal Services,144.9570948,-37.81687975,"(-37.81687975, 144.9570948)"
2018,347,100464,100464,North Melbourne,Golden Dragon,1162,"Cereal, Pasta and Baking Mix Manufacturing",144.9492818,-37.80117211,"(-37.80117211, 144.9492818)"
2018,804,110542,110484,Southbank,Sass & Bide,4255,Women's Clothing Retailing,144.9524499,-37.82542999,"(-37.82542999, 144.9524499)"
2018,88,110858,108992,Melbourne (CBD),Aldo Terlato Coulture,4255,Women's Clothing Retailing,144.9710236,-37.80816447,"(-37.80816447, 144.9710236)"
2018,1110,620307,593737,Docklands,Vacant,0,Vacant Space,144.9378512,-37.81316939,"(-37.81316939, 144.9378512)"
2018,270,664629,104468,Parkville,Vacant,0,Vacant Space,144.9611833,-37.79688289,"(-37.79688289, 144.9611833)"
2018,48,103623,103623,Melbourne (CBD),Absolute MMA & Conditioning,9111,Health and Fitness Centres and Gymnasia Operation,144.9711074,-37.81240243,"(-37.81240243, 144.9711074)"
2018,25,102079,102079,Melbourne (CBD),Australia Gem Testing Laboratory,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.9663301,-37.81584039,"(-37.81584039, 144.9663301)"
2018,33,105933,105933,Melbourne (CBD),The Irish Times,4520,"Pubs, Taverns and Bars",144.9605355,-37.81625453,"(-37.81625453, 144.9605355)"
2018,861,107379,107379,South Yarra,Vacant,0,Vacant Space,144.9820132,-37.83522476,"(-37.83522476, 144.9820132)"
2018,34,105929,105929,Melbourne (CBD),Capitol Jewellery,2591,Jewellery and Silverware Manufacturing,144.9633005,-37.81556658,"(-37.81556658, 144.9633005)"
2018,644,109668,109668,East Melbourne,Dr Robert Y Chen,8512,Specialist Medical Services,144.9748885,-37.80863332,"(-37.80863332, 144.9748885)"
2018,65,105875,105875,Melbourne (CBD),Legends Boutique,4279,Other Store-Based Retailing n.e.c.,144.9631275,-37.81292516,"(-37.81292516, 144.9631275)"
2018,56,101204,101204,Melbourne (CBD),Power Phone,5809,Other Telecommunications Services,144.9672613,-37.81244193,"(-37.81244193, 144.9672613)"
2018,84,650594,106044,Melbourne (CBD),Honey Mi,9511,Hairdressing and Beauty Services,144.9609379,-37.81128711,"(-37.81128711, 144.9609379)"
2018,2538,616153,616153,Kensington,Au Carpet,6639,Other Goods and Equipment Rental and Hiring n.e.c.,144.9351203,-37.79082979,"(-37.79082979, 144.9351203)"
2018,32,102119,102119,Melbourne (CBD),HL Conveyancing Services,6923,Engineering Design and Engineering Consulting Services,144.9583335,-37.81753764,"(-37.81753764, 144.9583335)"
2018,2384,617700,617700,North Melbourne,Ascot Group Building,3020,Non-Residential Building Construction,144.9419298,-37.78996801,"(-37.78996801, 144.9419298)"
2018,781,110551,110551,Port Melbourne,5 Star Recruitment,7211,Employment Placement and Recruitment Services,144.9253861,-37.82302799,"(-37.82302799, 144.9253861)"
2018,15,109263,109263,Melbourne (CBD),Vacant,0,Vacant Space,144.966704,-37.81674246,"(-37.81674246, 144.966704)"
2018,26,102074,102074,Melbourne (CBD),Craft,4279,Other Store-Based Retailing n.e.c.,144.9683128,-37.81559301,"(-37.81559301, 144.9683128)"
2018,23,102097,102097,Melbourne (CBD),Australian-Family Lawyers,6931,Legal Services,144.9610104,-37.81749466,"(-37.81749466, 144.9610104)"
2018,85,105746,105746,Melbourne (CBD),Hairhouse Warehouse,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9627564,-37.81090175,"(-37.81090175, 144.9627564)"
2018,14,104003,104003,Melbourne (CBD),Australasian College Of Behavioural Optometrist,9551,Business and Professional Association Services,144.9627099,-37.81858764,"(-37.81858764, 144.9627099)"
2018,44,108111,108111,Melbourne (CBD),Dr Nicole Milburn,8539,Other Allied Health Services,144.9612981,-37.81565407,"(-37.81565407, 144.9612981)"
2018,435,107478,107478,West Melbourne (Residential),Vacant,0,Vacant Space,144.9554611,-37.80700567,"(-37.80700567, 144.9554611)"
2018,242,101258,101258,Carlton,KEO Group Australia,6923,Engineering Design and Engineering Consulting Services,144.9621633,-37.80063681,"(-37.80063681, 144.9621633)"
2018,43,101152,101152,Melbourne (CBD),Vic Forests,510,Forestry Support Services,144.9601729,-37.81547974,"(-37.81547974, 144.9601729)"
2018,115,103296,103296,Melbourne (CBD),Education Access (Australia) Pty Ltd,8220,Educational Support Services,144.9604767,-37.80751626,"(-37.80751626, 144.9604767)"
2018,772,110528,110528,Docklands,Vacant,0,Vacant Space,144.9430164,-37.82496717,"(-37.82496717, 144.9430164)"
2018,804,110542,110484,Southbank,Jacqui E,4255,Women's Clothing Retailing,144.9524499,-37.82542999,"(-37.82542999, 144.9524499)"
2018,35,109267,109267,Melbourne (CBD),Hikari Pearls & Fine Jewellery,3732,Jewellery and Watch Wholesaling,144.966103,-37.81529012,"(-37.81529012, 144.966103)"
2018,356,101952,101952,North Melbourne,Leo's Way Auto Repairs,9419,Other Automotive Repair and Maintenance,144.9527175,-37.80413205,"(-37.80413205, 144.9527175)"
2018,207,106153,106153,Carlton,Wolfs Lair,4520,"Pubs, Taverns and Bars",144.9671762,-37.79751106,"(-37.79751106, 144.9671762)"
2018,1108,573414,573414,Docklands,Vic Harbour Grocery,4110,Supermarket and Grocery Stores,144.9451066,-37.81885105,"(-37.81885105, 144.9451066)"
2018,47,625840,103597,Melbourne (CBD),Healthy Habits Cafe,4511,Cafes and Restaurants,144.9701103,-37.81281419,"(-37.81281419, 144.9701103)"
2018,76,589841,105749,Melbourne (CBD),Vacant,0,Vacant Space,144.9657001,-37.81067862,"(-37.81067862, 144.9657001)"
2018,606,104834,104834,East Melbourne,Vacant,0,Vacant Space,144.9898385,-37.81645185,"(-37.81645185, 144.9898385)"
2018,68,103620,103620,Melbourne (CBD),I Bean Cafe,4512,Takeaway Food Services,144.9704817,-37.8105002,"(-37.8105002, 144.9704817)"
2018,74,104664,104664,Melbourne (CBD),Erbas Nominees Pty Ltd,6923,Engineering Design and Engineering Consulting Services,144.9607031,-37.81194748,"(-37.81194748, 144.9607031)"
2018,356,109818,109818,North Melbourne,Victoria Body Works,9412,"Automotive Body, Paint and Interior Repair",144.9532572,-37.80532568,"(-37.80532568, 144.9532572)"
2018,790,593753,593753,Port Melbourne,Hype Workshop,1492,Wooden Structural Fitting and Component Manufacturing,144.908423,-37.82519497,"(-37.82519497, 144.908423)"
2018,802,110382,110382,Southbank,Ostar International Media,6940,Advertising Services,144.9624041,-37.82337772,"(-37.82337772, 144.9624041)"
2018,1108,622439,622439,Docklands,Vacant,0,Vacant Space,144.9450194,-37.82100718,"(-37.82100718, 144.9450194)"
2018,354,105608,105608,North Melbourne,J Pringle Automotive,9411,Automotive Electrical Services,144.9505745,-37.80419099,"(-37.80419099, 144.9505745)"
2018,616,104980,104980,East Melbourne,The Johnston Collection,8910,Museum Operation,144.9851024,-37.81382188,"(-37.81382188, 144.9851024)"
2018,790,589462,589462,Port Melbourne,Biotech Engineering,6923,Engineering Design and Engineering Consulting Services,144.9063361,-37.82797662,"(-37.82797662, 144.9063361)"
2018,1105,628712,628712,Docklands,Nashi,4512,Takeaway Food Services,144.9500818,-37.82070279,"(-37.82070279, 144.9500818)"